Time,Channel 0,Sensor
0.0025,4048,567
0.004166667,4059,565
0.005833333,4060,570
0.0075,4060,569
0.009166667,4059,573
0.010833333,4059,570
0.0125,4059,565
0.014166667,4059,568
0.015833333,4059,569
0.0175,4058,569
0.019166667,4059,573
0.020833333,4059,568
0.0225,4059,569
0.024166667,4059,568
0.025833333,4058,569
0.0275,4058,571
0.029166667,4059,566
0.030833333,4059,566
0.0325,4058,570
0.034166667,4060,573
0.035833333,4060,572
0.0375,4059,566
0.039166667,4059,568
0.040833333,4059,569
0.0425,4059,572
0.044166667,4059,571
0.045833333,4058,568
0.0475,4059,569
0.049166667,4058,567
0.050833333,4059,571
0.0525,4059,571
0.054166667,4058,570
0.055833333,4059,567
0.0575,4057,569
0.059166667,4058,569
0.060833333,4059,571
0.0625,4058,570
0.064166667,4058,571
0.065833333,4059,567
0.0675,4058,570
0.069166667,4058,575
0.070833333,4058,564
0.0725,4058,569
0.074166667,4059,569
0.075833333,4057,569
0.0775,4059,577
0.079166667,4058,566
0.080833333,4058,570
0.0825,4058,567
0.084166667,4058,574
0.085833333,4058,571
0.0875,4058,564
0.089166667,4058,565
0.090833333,4058,571
0.0925,4059,571
0.094166667,4058,567
0.095833333,4059,572
0.0975,4059,568
0.099166667,4059,572
0.100833333,4058,573
0.1025,4059,570
0.104166667,4058,566
0.105833333,4059,568
0.1075,4058,567
0.109166667,4058,573
0.110833333,4056,569
0.1125,4058,565
0.114166667,4059,570
0.115833333,4060,568
0.1175,4059,570
0.119166667,4059,575
0.120833333,4059,566
0.1225,4058,567
0.124166667,4058,569
0.125833333,4059,573
0.1275,4058,571
0.129166667,4059,565
0.130833333,4059,565
0.1325,4059,567
0.134166667,4058,569
0.135833333,4059,571
0.1375,4058,569
0.139166667,4058,568
0.140833333,4059,569
0.1425,4058,569
0.144166667,4058,575
0.145833333,4059,570
0.1475,4058,568
0.149166667,4058,571
0.150833333,4059,570
0.1525,4059,571
0.154166667,4058,569
0.155833333,4058,568
0.1575,4058,568
0.159166667,4058,573
0.160833333,4058,571
0.1625,4059,568
0.164166667,4059,570
0.165833333,4059,567
0.1675,4058,573
0.169166667,4059,572
0.170833333,4059,566
0.1725,4058,567
0.174166667,4058,569
0.175833333,4058,571
0.1775,4058,571
0.179166667,4058,569
0.180833333,4058,564
0.1825,4059,571
0.184166667,4059,574
0.185833333,4058,571
0.1875,4058,570
0.189166667,4058,566
0.190833333,4058,568
0.1925,4058,569
0.194166667,4058,570
0.195833333,4059,571
0.1975,4059,565
0.199166667,4059,570
